id,K,topic,topic_category,title_gemini,Interaction,CCF_Lead,CCF_Max_Corr,p_E_to_R,p_R_to_E,Granger_Lag,Keywords,K_clean,topic_clean,Representative_Articles
21.0,23,1,3. 奏法・技術・オーディオ・機材 🎧,フュージョン・AOR最前線,No Interaction,Rが8ヶ月先行,0.472486,0.839314,0.428852,1.0,"ラリー・カールトン, ラリー, まま, ブラインドフォールドテスト, リー・リトナー, ジェイ・グレイドン, toto, エリック・ゲイル, スティーリー・ダン, ap, ts, ウォーカー, ジャコ・パストリアス, ギタリスト, ボブ・ジェイムス",23.0,1.0,"(1) [Th: 97.7%] [ADLIB 1980/8] 野口五郎のクロスオーバーアンテナ ●腹7分目の心地よいサウンド ---...
(2) [Th: 97.6%] [ADLIB 1980/3] 野口五郎のクロスオーバー・アンテナ ▲本誌のレキュラー筆者になった五郎...
(3) [Th: 96.3%] [ADLIB 1981/1] 野口五郎のクロスオーバーアンテナ ●この1年いろんなサウンドに熱中した...
(4) [Th: 94.9%] [ADLIB 1980/11] 僕★の愛★聴★盤 ● その8 ジョージ・デュークの巻 ふーむ、1枚ね。...
(5) [Th: 94.1%] [ADLIB 1980/12] ●僕の愛聴盤 ●その9 エリック・ゲイルの巻 今もいつも聴いてるという...
(6) [Th: 91.4%] [ADLIB 1980/10] ●夏もアッという間に過ぎて、何か季節に取り残されたような感じ。でも過ご...
(7) [Th: 90.8%] [ADLIB 1981/1] 僕★の愛★聴★盤 ●その10 マイク・マイニエリの巻 14歳の頃から1...
(8) [Th: 90.8%] [ADLIB 1981/7] 日本のクロスオーバー聞いたまま感じたまま=BLIND FOLD TES..."
22.0,23,2,4. 雑誌編集・ファン心理・特典グッズ 🎁,アドリブ！音楽誌熱狂時代,No Interaction,Rが10ヶ月先行,-0.474231,0.7174,0.0536697,2.0,"記事, 買う, 読む, アドリブ, ほしい, 雑誌, 載る, 本屋, ページ, 載せる, 内容, 絶対, のせる, 感激, 毎号",23.0,2.0,"(1) [Th: 94.3%] [ADLIB 1980/4] ...て内容の充実をお続け下さい。 [個人情報]
(2) [Th: 93.7%] [ADLIB 1982/1] ...んも買ってみてはどうですか？ [個人情報]
(3) [Th: 92.8%] [ADLIB 1980/5] ...13-3西麻布職員寮507号 [個人情報]
(4) [Th: 92.1%] [ADLIB 1980/4] ...リブ・スタッフ・ガンバレヤ! [個人情報]
(5) [Th: 91.9%] [ADLIB 1981/3] ...か? AIRレコードさんへ。 [個人情報]
(6) [Th: 91.7%] [ADLIB 1981/9] ...おう』と言った。)おしまい。 [個人情報]
(7) [Th: 91.7%] [ADLIB 1980/5] ...それでは来月までさようなら。 [個人情報] [個人情報]
(8) [Th: 91.7%] [ADLIB 1981/9] ...らもADLIB読み続けます。 [個人情報]"
23.0,23,3,7. 来日ミュージシャン・人間探訪 🇯🇵,NY交遊録,Bottom-Up (R→E),Rが5ヶ月先行,-0.400958,0.377985,0.00288346,12.0,"spinoza, 二人, 飲む, 食べる, 遊び, ニューヨーク, 日本人, バイバイ。, 子供, ny, カメラ, 良実, 若林, 見聞, 連れる",23.0,3.0,"(1) [Th: 97.4%] [ADLIB 1981/6] 野口五郎のクロスオーバーアンテナ ●頭の中がバケーションなんてスピノザ...
(2) [Th: 97.4%] [ADLIB 1981/7] ★僕のN.Y.なんでも見聞記★ ●“粋さ”ってどんなもの? 今年ではや...
(3) [Th: 96.6%] [ADLIB 1980/12] ★僕のN.Y.なんでも見聞記★ ●N.Y.のテレビ&ラジオ 先日、東京...
(4) [Th: 94.4%] [ADLIB 1980/3] クルセイダーズはお寿司がお好き!? ●クルセイダース来日中の裏話 来日...
(5) [Th: 94.1%] [ADLIB 1980/5] ●デイブ・グルーシン & GRP オールスターズ、野口五郎U.S.A....
(6) [Th: 93.5%] [ADLIB 1980/5] ...ってな本当すごい町ですなぁ。 [個人情報]
(7) [Th: 93.0%] [ADLIB 1978/7] 今回なんといっても印象深かったのは、ブラザーズ・ジョンソンの取材で「つ...
(8) [Th: 92.3%] [ADLIB 1980/6] 野口五郎のクロスオーバーアンテナ ●サンボーンも、スピノザも、みんなみ..."
24.0,23,4,7. 来日ミュージシャン・人間探訪 🇯🇵,読者の希望で変わる洋楽,Bottom-Up (R→E),Eが7ヶ月先行,-0.384948,0.0758833,0.0366175,1.0,"アスペクト・イン・クロスオーバー, out, ゴキゲン, 番組, 経営, 近頃, サン, 支持, 今夜, ノエル・ポインター, ii, it, ランディ, コルトレーン, th",23.0,4.0,"(1) [Th: 97.5%] [ADLIB 1978/7] ●ラスベガスのダイアナ・ロス見聞記● 4月22日、深夜ラスベガス、シー...
(2) [Th: 97.1%] [ADLIB 1981/1] ★僕のN.Y.なんでも見聞記★ ●ニューヨーカーのたまり場 今月はNY...
(3) [Th: 96.9%] [ADLIB 1980/9] ★僕のN.Y.なんでも見聞記★ ●マイケル・ブレッカーは新人発掘の名人...
(4) [Th: 95.9%] [ADLIB 1978/4] ●アスペクト・イン・クロスオーバーからのお知らせ みなさんお元気ですか...
(5) [Th: 95.9%] [ADLIB 1978/4] ●アスペクト・イン・クロスオーバーからのお知らせ みなさんお元気ですか...
(6) [Th: 95.6%] [ADLIB 1980/11] ●AOR旋風はディスコまで 今年の初めから春にかけての日本のディスコは...
(7) [Th: 94.2%] [ADLIB 1982/1] ●タッチ・レスポンスで差をつけよう！ YAMAHA ELECTORON...
(8) [Th: 93.5%] [ADLIB 1974/4] ●米国商務省USTSの招きで1月末から2月中旬までサンフランシスコ、ニ..."
25.0,23,5,3. 奏法・技術・オーディオ・機材 🎧,名盤・名機で聴く洋楽の世界,No Interaction,Rが9ヶ月先行,-0.406769,0.166667,0.731669,1.0,"audio, 本号, 試聴, メロウ, 表紙, カセット・デッキ, 安藤, 特別企画, 編集, sansui, パイオニア, jbl, プリメイン・アンプ, ヤマハ, 新婚",23.0,5.0,"(1) [Th: 96.7%] [ADLIB 1981/12] BOOK ●「draw up/吉田カツ」 イラストレーター、吉田カツ。...
(2) [Th: 93.6%] [ADLIB 1981/3] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(3) [Th: 93.2%] [ADLIB 1981/1] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(4) [Th: 92.8%] [ADLIB 1981/4] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(5) [Th: 92.4%] [ADLIB 1980/11] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(6) [Th: 92.1%] [ADLIB 1981/10] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(7) [Th: 91.9%] [ADLIB 1981/2] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の...
(8) [Th: 91.7%] [ADLIB 1980/12] AUDIO SPECIAL 人気ミュージシャンが自分の「新作」で「噂の..."
26.0,23,6,1. 読者コミュニティ・流通 (売買/募集/ペンパル) 🤝,ソウル愛好！ファンクラブ交流広場,No Interaction,Eが4ヶ月先行,0.495764,0.391512,0.919476,1.0,"ファン・クラブ, 入会, 売却, 交換, 発足, 送料, 同封, 下記, 往復, 住所, 切手, スリー・ディグリーズ, 価格, ハガキ, 苦情",23.0,6.0,"(1) [Th: 96.2%] [ADLIB 1976/7] ...の宛先までお申し込み下さい。 [個人情報] ビクター音楽産業内ハウス・オブ・テンプテーションズ係。
(2) [Th: 95.7%] [ADLIB 1974/7] アドリブ読者の広場 ●今号初登場のページですので、創刊号から第3号まで...
(3) [Th: 95.7%] [ADLIB 1974/10] ●「アドリブ」編集部員募集 ★ポピュラー音楽全般に精通し, 音楽雑誌の...
(4) [Th: 95.0%] [ADLIB 1975/7] アドリブ読者の広場 ●ご意見,提案,苦情,質問,珍問。うれしかったこと...
(5) [Th: 94.6%] [ADLIB 1976/4] アドリブ読者の広場 ●ご意見,提案,苦情,質問,珍問。うれしかったこと...
(6) [Th: 94.6%] [ADLIB 1976/7] アドリブ読者の広場 ●ご意見,提案,苦情,質問,珍問。うれしかったこと...
(7) [Th: 94.5%] [ADLIB 1977/7] ...宛先までお申し込みください。 [個人情報]
(8) [Th: 94.3%] [ADLIB 1981/4] ...A 90210 U.S.A. [個人情報]"
27.0,23,7,7. 来日ミュージシャン・人間探訪 🇯🇵,洋楽スター：素顔の対話,No Interaction,Rが10ヶ月先行,-0.431373,0.720172,0.0665877,1.0,"パーソン, 通訳, 慶子, 肥田, 会う, keiko, you, シーウィンド, バリー, ハワイ, 歩く, 静か, ポリス, ジム・ホール, 年前",23.0,7.0,"(1) [Th: 98.2%] [ADLIB 1981/5] KEIKOのパーソンtoパーソン ●12●シーウィンドの巻 シーウィン...
(2) [Th: 98.1%] [ADLIB 1980/5] アメリカ23日間シカゴ見て歩きレポート VOL.3 笠木修治 1月12...
(3) [Th: 97.3%] [ADLIB 1981/10] KEIKOのパーソンtoパーソン ●17●ランディ・クロフォードの巻 ...
(4) [Th: 97.1%] [ADLIB 1981/5] KEIKOのパーソンtoパーソン ●12●シーウィンドの巻 シーウィン...
(5) [Th: 97.1%] [ADLIB 1981/11] KEIKOのパーソンtoパーソン ●18●ジョージ・ハリソンの巻 あま...
(6) [Th: 96.9%] [ADLIB 1980/6] アメリカ23日間シッチャカメッチャカ見て歩きレポート VOL.4 笠木...
(7) [Th: 96.5%] [ADLIB 1981/12] KEIKOのパーソンtoパーソン ●19●ジム・ホールの巻 あのジム・...
(8) [Th: 96.5%] [ADLIB 1980/6] KEIKOのパーソンtoパーソン いろいろなアーティストが来日すると、..."
28.0,23,8,4. 雑誌編集・ファン心理・特典グッズ 🎁,豪華付録と誌面企画,No Interaction,Rが10ヶ月先行,0.807352,0.600413,0.648661,2.0,"プレゼント, 製作, 特別, ステッカー, badge, ポスター, シャツ, 記念, 自ら, 制作, 特大, サイズ, the, カラー・ポスター, 付録",23.0,8.0,"(1) [Th: 96.4%] [ADLIB 1981/4] インタビュー/リポート/ストーリー FROM AROUND THE W...
(2) [Th: 96.2%] [ADLIB 1981/9] インタビュー/リポート/ストーリー FROM AROUND THE W...
(3) [Th: 95.8%] [ADLIB 1981/12] インタビュー/リポート/ストーリー FROM AROUND THE W...
(4) [Th: 95.2%] [ADLIB 1981/11] ●ボブ・シーガーのバッヂ 大人のシブイ魅力のロックン・ローラー=ボブ・...
(5) [Th: 95.1%] [ADLIB 1981/9] ●スターズ・オン45のバッヂ ビートルズのヒット・ナンバーを、本物そっ...
(6) [Th: 94.7%] [ADLIB 1981/6] ●ルーファスのポスター センス抜群のサウンドが魅力のルーファス。彼らの...
(7) [Th: 94.7%] [ADLIB 1981/9] ●渡辺貞夫のオレンジ・エキスプレス・バッヂ アメリカの若手リズム・セク...
(8) [Th: 94.4%] [ADLIB 1981/8] ●パラシュートのレコード袋 新作「HAERE MAI」も好調、夏に向か..."
29.0,23,9,1. 読者コミュニティ・流通 (売買/募集/ペンパル) 🤝,読者の熱気が生む音楽広場,Bottom-Up (R→E),Eが11ヶ月先行,-0.522167,0.70884,0.0347755,1.0,"メンバー募集, 使用, 当方, ペンパル, 募集, 練習, フレンド, ドラムス, テク, 指向, どなた, 求む, 男女, 売る, オリジナル",23.0,9.0,"(1) [Th: 98.1%] [ADLIB 1980/12] [個人情報] ●音楽が大好きで、プレイすることがなにより好きな音楽仲間が...
(2) [Th: 98.0%] [ADLIB 1981/9] [個人情報] ●音楽が大好きで、プレイすることがなにより好きな音楽仲間が...
(3) [Th: 98.0%] [ADLIB 1981/4] [個人情報] 音楽が大好きで、プレイすることがなにより好きな音楽仲間が集...
(4) [Th: 97.4%] [ADLIB 1981/5] [個人情報] ●音楽が大好きで、プレイすることがなにより好きな音楽仲間が...
(5) [Th: 96.0%] [ADLIB 1982/1] ...の方に限ります。男女問わず。 [個人情報]
(6) [Th: 95.8%] [ADLIB 1981/5] ...仕事、コンサートの予定あり。 [個人情報] [電話番号] [個人情報]
(7) [Th: 95.7%] [ADLIB 1980/3] ...高一。近くの人はすぐ連絡を。 [個人情報] [電話番号]（7:00p.m.～9:00p.m.） [個人...
(8) [Th: 95.6%] [ADLIB 1980/7] ...いらっしゃったら連絡下さい。 [個人情報]"
30.0,23,10,7. 来日ミュージシャン・人間探訪 🇯🇵,雑誌が創る！熱狂ライブ体験,Top-Down (E→R),Rが4ヶ月先行,0.491535,0.0268236,0.63237,1.0,"アンコール, ノリ, ソロ, 拍手, 手拍子, 終わる, 高中, 途中, pa, 会場, 弾く, 笹路, まくる, 観客, チック",23.0,10.0,"(1) [Th: 96.5%] [ADLIB 1981/3] ...黒い車で走り去ってしまった。 [個人情報]
(2) [Th: 95.7%] [ADLIB 1981/3] ...も満足したに違いないだろう。 [個人情報]
(3) [Th: 95.6%] [ADLIB 1980/8] ...い出に残るコンサートでした。 [個人情報]
(4) [Th: 95.2%] [ADLIB 1980/12] ...分に楽しいコンサートでした。 [個人情報]
(5) [Th: 95.1%] [ADLIB 1982/1] ...とても良いコンサートだった。 [個人情報] [個人情報]
(6) [Th: 95.0%] [ADLIB 1981/12] ...0字以内で書けるはずがない。 [個人情報] [個人情報]
(7) [Th: 94.8%] [ADLIB 1981/7] ...すまないような気もしました。 [個人情報]
(8) [Th: 94.7%] [ADLIB 1982/1] ...”っていう点では最高でした。 [個人情報] [個人情報]"
31.0,23,11,2. ライブ・イベント・コンサート情報 🏟️,読者とライブ、誌上の招待状,Top-Down (E→R),同時/なし,0.498487,0.0387298,0.373788,1.0,"招待, 必着, カシオペア, 神崎, オン・ザ・ロード, 野呂, 明記, 東京公演, 〆切, 皆様, 名付け親, 厚意, 応募, ネイティブ・サン, アフリカ",23.0,11.0,"(1) [Th: 94.5%] [ADLIB 1981/4] ●シーウインドのコンサートにご招待 3月に待望の来日を果すシーウインド...
(2) [Th: 94.4%] [ADLIB 1981/6] ●コンサート招待 ウェザー・リポートのコンサートにご招待 昨年にひき続...
(3) [Th: 93.8%] [ADLIB 1981/1] コンサート招待 ●クルセイダーズのコンサートにご招待 『ラプソディー&...
(4) [Th: 93.1%] [ADLIB 1981/4] ●スタッフのコンサートにご招待 昨年にひきつづき来日するスタッフのコン...
(5) [Th: 93.1%] [ADLIB 1981/7] ●フューズ・ワンのコンサートにご招待 スティーブ・カーン、ウィル・リー...
(6) [Th: 92.9%] [ADLIB 1981/5] ●ザ・スタイリスティックスのコンサートにご招待 美しいファルセットとハ...
(7) [Th: 92.6%] [ADLIB 1981/5] ●ザ・ブラザーズ・ジョンソンのコンサートにご招待 5月に3度目の来日を...
(8) [Th: 92.6%] [ADLIB 1980/11] ●日野皓正のコンサートにご招待 ニューヨーカーを引きつれて帰国、11月..."
32.0,23,12,3. 奏法・技術・オーディオ・機材 🎧,スティーブ・ガッドとセッション・ドラムの伝説,No Interaction,Eが10ヶ月先行,-0.476754,0.427333,0.143687,1.0,"スティーブ, リック, スティーブ・ガッド, ad, ガッド, ドラマー, たたく, steve, ドラミング, george, エリック, リチャード, ブラインド・フォールド・テスト, ドラム, photo",23.0,12.0,"(1) [Th: 98.6%] [ADLIB 1980/10] ハービー・メイソン AD 山木秀夫(ds)について直接心からのプレイが...
(2) [Th: 98.0%] [ADLIB 1982/1] 野口五郎のクロスオーバー・アンテナ ●“感性”のドラマー、わが愛するリ...
(3) [Th: 97.5%] [ADLIB 1980/5] 野口五郎のクロスオーバーアンテナ ●あの“イエーとかワーとか言っている...
(4) [Th: 97.0%] [ADLIB 1980/10] スティーブ・ガッド ADLIB(以下ADと略す) 近況はどんな感じです...
(5) [Th: 95.3%] [ADLIB 1980/10] ...背負うドラマーやったリして！ [個人情報]
(6) [Th: 93.6%] [ADLIB 1980/8] ●スティーブ・ガットの一日編集長ぶりは? 今月号の大目玉企画STEVE...
(7) [Th: 93.5%] [ADLIB 1980/3] ●マンスリーの進行で、ここ一月というもの、ボクの定期便は、「表参道発1...
(8) [Th: 93.2%] [ADLIB 1981/7] ●暑い日があったかと思うと急にまた寒くなったりで、ここのところの異常天..."
33.0,23,13,6. 映像・メディア連動 (映画/CM/TV) 📺,映画と音楽 ヒットの舞台裏,No Interaction,Rが7ヶ月先行,-0.353748,0.556201,0.507807,1.0,"映画, 監督, 画面, シーン, cf, スティービー, cinema, 編曲, 流れる, 公開, ハーモニカ, 主題歌, 歌う, 主演, 担当",23.0,13.0,"(1) [Th: 96.9%] [ADLIB 1981/5] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ...
(2) [Th: 96.6%] [ADLIB 1981/5] CINEMA [個人情報] [個人情報] ●「ジャズ・シンガー」 これが3度目の映画化...
(3) [Th: 96.5%] [ADLIB 1980/11] CINEMA 画面ばかりじゃない。 「ほら映画の中にはいい音楽もあるん...
(4) [Th: 96.1%] [ADLIB 1980/8] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ...
(5) [Th: 95.7%] [ADLIB 1980/5] CINEMA 画面ばかりじゃない。ほら映画の中にはいい音楽もあるんだ ...
(6) [Th: 95.2%] [ADLIB 1981/10] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ...
(7) [Th: 94.6%] [ADLIB 1981/6] CINEMA 画面ばかりじゃない。ほら映画の中にはいい音楽もあるんだ。...
(8) [Th: 94.3%] [ADLIB 1981/2] CINEMA 画面ばかりじゃない。 ほら映画の中にはいい音楽もあるんだ..."
34.0,23,14,1. 読者コミュニティ・流通 (売買/募集/ペンパル) 🤝,エアチェック熱！音源・楽譜交換,No Interaction,Rが7ヶ月先行,0.36326,0.76356,0.829565,2.0,"譲る, ダビング, kylyn, 渡辺, 渡辺香津美, スペクトラム, nhk, 増尾好秋, コーティンザクション, ymo, 午後, ha, 松岡直也, ウイシング, 松原正樹",23.0,14.0,"(1) [Th: 94.5%] [ADLIB 1981/3] ...トム・ライン""YMOライブ。 [個人情報]
(2) [Th: 94.4%] [ADLIB 1981/11] ...¥18,000で。送料当方で [個人情報]
(3) [Th: 93.6%] [ADLIB 1981/3] ●ダビングして下さい 受験勉強中で録音できませんでした。テープお持ちの...
(4) [Th: 93.2%] [ADLIB 1981/9] ...の方、ダビングしてください。 [個人情報]
(5) [Th: 91.5%] [ADLIB 1980/0] 日本のクロスオーバー特集 * 渡辺貞夫 ………………………………………...
(6) [Th: 91.5%] [ADLIB 1981/5] ...。ぜひぜひお願いいたします。 [個人情報]
(7) [Th: 91.3%] [ADLIB 1981/11] ...復ハガキで連絡してください。 [個人情報]
(8) [Th: 91.1%] [ADLIB 1981/3] ...ン」。まずは葉書きで連絡を。 [個人情報]"
35.0,23,15,5. ブラックミュージック・ジャンル論 ✊,ソウル・ミュージック教室,Co-evolution (E↔R),Rが4ヶ月先行,-0.523047,0.000413141,6.46e-05,4.0,"ソウル, new, black, ソウル・ファン, music, グラディス・ナイト, 入門, contents, コンテンポラリー, 実践, マービン・ゲイ, ソウル・レコード, ソウル・フード, ザ・ギャング, in",23.0,15.0,"(1) [Th: 93.9%] [ADLIB 1975/7] レディ・ソウル入門実践教室山口弘滋 - 美人のレディ・ソウルが楽しみた...
(2) [Th: 92.0%] [ADLIB 1975/1] GUIDE to SOUL & IT'S RECORDS ソウル入門実...
(3) [Th: 90.5%] [ADLIB 1975/4] HOW TO PLAY THE GUITAR:山内博春 — 134 志...
(4) [Th: 84.8%] [ADLIB 1976/7] RIGHT ON!! AUDIO ソウル&クロスオーバー・オーディオ ...
(5) [Th: 82.9%] [ADLIB 1981/11] FOCUS IN NOVEMBER ROCKとJAZZの名盤・珍盤・話...
(6) [Th: 82.8%] [ADLIB 1977/7] Soul Jazz=Crossover R&B Blues Roots...
(7) [Th: 82.3%] [ADLIB 1977/10] Soul Jazz=Crossover R&B Blues Roots...
(8) [Th: 82.0%] [ADLIB 1977/4] SOUL IN JAPAN - ミラクルズ 48 - スタイリスティッ..."
36.0,23,16,3. 奏法・技術・オーディオ・機材 🎧,フュージョン：音と技の哲学,No Interaction,同時/なし,0.0142085,0.106344,0.960079,1.0,"クインシー, ビート, ボサノバ, サンボーン, オーティス, 愛のコリーダ, 雑魚, デイビッド, マーカス, ひとつ, ジョン・ロビンソン, クレジット, ライト, たまる, アプローチ",23.0,16.0,"(1) [Th: 98.6%] [ADLIB 1981/5] [個人情報] ●16ビートのニオイがいっぱいのボサノバってどうかな？ や...
(2) [Th: 98.5%] [ADLIB 1981/3] 野口五郎のクロスオーバーアンテナ ●オーディオって自分の大好きな“味”...
(3) [Th: 98.5%] [ADLIB 1981/5] 野口五郎のクロスオーバーアンテナ ●16ビートのニオイがいっぱいのボサ...
(4) [Th: 98.4%] [ADLIB 1981/12] 野口五郎のクロスオーバーアンテナ ●ベースは“ベースの原点”にもどった...
(5) [Th: 96.3%] [ADLIB 1982/1] ●サウンドの縁の下の力持ち、ベース。だからアンプにも気を使う！ Guy...
(6) [Th: 96.0%] [ADLIB 1982/1] ●Small & Slimのセミ・アコ登場！ GRECO SEMI-A...
(7) [Th: 94.6%] [ADLIB 1979/10] ...しいと思っているんですがね。 [個人情報]
(8) [Th: 93.2%] [ADLIB 1979/7] ●ハービーよ、昔に戻って!! 22号で私はハービーの「サンライト」につ..."
37.0,23,17,5. ブラックミュージック・ジャンル論 ✊,70-80sジャズ新譜ガイド,No Interaction,Rが11ヶ月先行,0.318087,0.523202,0.481276,1.0,"岩浪洋三, 紺野, 水野さちこ, 吹田, 竹村淳, 靖治, 吉成, 鈴木道子, 一雄, 江原, 青木啓, 岡崎, 正通, 平山雄一, 大伴",23.0,17.0,"(1) [Th: 98.2%] [ADLIB 1976/1] 4 VIEWS ON NEW SOUND RECORDS メロー・マッ...
(2) [Th: 96.7%] [ADLIB 1978/7] 第20号担当者 (ABC順・敬称略) = 青木 啓, 江原一雄, 糸居...
(3) [Th: 96.7%] [ADLIB 1978/10] 第21号担当者（ABC順・敬称略）=青木 啓, 江原一雄, 糸居五郎,...
(4) [Th: 96.7%] [ADLIB 1977/7] 第16号担当者(ABC順・敬称略) = 穴沢よしえ、青木啓、江原一雄、...
(5) [Th: 96.7%] [ADLIB 1979/4] アドリブ新譜レコード総ガイド 第23号担当者(ABC順・敬称略)=青木...
(6) [Th: 96.7%] [ADLIB 1981/2] 新譜レコード&テープ・ガイド 新譜レコード紹介──48 ●担当者(AB...
(7) [Th: 96.6%] [ADLIB 1981/3] 新譜レコード&テープ・ガイド 新譜レコード紹介 ●担当者(ABC順・敬...
(8) [Th: 96.6%] [ADLIB 1981/4] 新譜レコード&テープ・ガイド 新譜レコード紹介 -14 ⚫︎担当者(A..."
38.0,23,18,5. ブラックミュージック・ジャンル論 ✊,レーベル最前線！レコード収集の極意,No Interaction,Eが11ヶ月先行,-0.414623,0.238764,0.326702,1.0,"cti, wp, epic, ワーナー・パイオニア, motown, 輸入盤, チャート, gp, vc, 移籍, レーベル, 契約, アルファ, 東芝emi, top",23.0,18.0,"(1) [Th: 98.8%] [ADLIB 1980/7] 日米只今ビッグ・ヒット中 アルバム／シングル全調査 いまアメリカと日本...
(2) [Th: 98.0%] [ADLIB 1980/6] 日米只今ビッグ・ヒット中アルバム/シングル全調査 ●いまアメリカと日本...
(3) [Th: 97.2%] [ADLIB 1980/3] 全国有名輸入盤店の中から、今回は東京渋谷にあるフルハウスと原宿にあるメ...
(4) [Th: 97.1%] [ADLIB 1976/10] ...近況とあわせて教えて下さい。 [個人情報] ○シャイ・ライツといえば、「オー・ガール」や「ロンリー・マ...
(5) [Th: 96.3%] [ADLIB 1976/1] ...ているアルバムはありますか? [個人情報] ○ドラマティックスは現在Mainstreamに所属していま...
(6) [Th: 96.1%] [ADLIB 1980/6] 全国有名輸入盤店 ベスト・セラーズ 全国有名輸入盤店の中から、今月は大...
(7) [Th: 95.9%] [ADLIB 1980/4] 全国有名輸入盤店ベスト・セラーズ 全国有名輸入盤店の中から、今月は東京...
(8) [Th: 95.7%] [ADLIB 1980/5] 全国有名輸入盤店 ベスト・セラーズ 全国有名輸入盤店ベスト・セラーズ ..."
39.0,23,19,2. ライブ・イベント・コンサート情報 🏟️,全国ホール公演スケジュール,No Interaction,Rが9ヶ月先行,-0.450517,0.621791,0.548976,1.0,"市民, 東京, 会館, キョードー東京, フェスティバルホール, 中野サンプラザ, 名古屋, 厚生年金会館, 中野サンプラザホール, ホール, 公会堂, 問い合わせ, 問い合せる, 横浜, 郵便貯金",23.0,19.0,"(1) [Th: 98.1%] [ADLIB 1978/10] ●ハービー・ハンコック ハービー・ハンコックがニュー・グループを率いて...
(2) [Th: 98.0%] [ADLIB 1978/1] ★ソフトーンズ ソフトでメロウな3人組ソフトーンズが3度目の来日をし、...
(3) [Th: 97.9%] [ADLIB 1977/1] ★ソフトーンズ 1月18日（火）東京 中野サンプラザ 1月19日（水）...
(4) [Th: 97.8%] [ADLIB 1976/7] ★スリー・ディグリーズ - 6月17日(木)静岡 駿府会館 - 6月1...
(5) [Th: 97.5%] [ADLIB 1979/4] ★笠井紀美子 ハービー・ハンコックらを迎えてレコーディングした新作「バ...
(6) [Th: 97.2%] [ADLIB 1977/10] ★メイナード・ファーガソン 全米ナンバー・ワンの〈ロッキーのテーマ〉を...
(7) [Th: 97.1%] [ADLIB 1977/1] ★スタイリスティックス 1月6日（木）東京 渋谷公会堂 1月7日（金）...
(8) [Th: 97.0%] [ADLIB 1979/1] ●スタイリスティックス 毎年お正月に来日するのが恒例になったスタイリス..."
40.0,23,20,5. ブラックミュージック・ジャンル論 ✊,日本の音楽誌、ブラックMを識る,No Interaction,同時/なし,0.699321,0.248602,0.0816655,12.0,"ファンク, モダン・ジャズ, 黒人, ブラック・ミュージック, マイルス, ジャンル, ソウル・ミュージック, 創刊号, ブラック・ファンク, とらえる, 年代, ポピュラー, 発展, マイルス・デイビス, ロック",23.0,20.0,"(1) [Th: 97.5%] [ADLIB 1973/10] 新しい形体の新しい雑誌を創刊する喜びと苦しみは、常に紙一重の背中合せで...
(2) [Th: 96.9%] [ADLIB 1974/10] ●クルセイダーズのジョー・サンプルも語っているように、もともと""Fun...
(3) [Th: 96.9%] [ADLIB 1974/10] ...ー、とは、どう違うのですか。 [個人情報] ○この質問にお答えする意味で、実は本特集が組まれているわけ...
(4) [Th: 96.7%] [ADLIB 1974/7] - 今号でスイング・ジャーナルの別冊「アドリブ」は誕生いらい満1才とな...
(5) [Th: 96.4%] [ADLIB 1973/10] 創刊号の発刊に手を染めることになった。雑誌創りはいつもそうなのだが、そ...
(6) [Th: 96.4%] [ADLIB 1974/10] ●カケダシ釣人が銀鱗に舞う若鮎（アユ）を求めて新緑の渓谷にトブ釣りを楽...
(7) [Th: 96.2%] [ADLIB 1981/11] ...なにとぞラリーをゴヒイキに。 [個人情報]
(8) [Th: 95.8%] [ADLIB 1973/10] なにかを感じたい人のための感じるマイルス アドリブ座談会 - いまのマ..."
